source	x	y	sd	baseline	amplitude	r2
764	1.1421002	0.92691475	0.6978602	-0.16077906	0.13405453	0.20277101
765	1.18005	0.6561546	0.96380484	-0.24528506	0.1332001	0.26863295
766	0.9835199	1.2009672	0.4448508	-0.16725923	0.26596856	
767	0.8114212	1.47396	0.09031457	-0.11392862	0.8772004	
768	0.98468244	1.5337473	0.32221162	-0.11166928	0.2573963	
769	1.8305016	1.5207952	0.29091033	-0.12810598	0.3272598	
770	1.9318203	0.7772728	1.6419693	-0.47821933	0.18358926	0.4518683
771	1.7288238	-3.5412586	1.2814041	-0.34862694	0.2246742	0.4855957
772	1.1045941	-3.9622457	1.1563421	-0.26035708	0.19920339	0.3800736
773	0.741999	-3.525742	0.87877274	-0.15905157	0.137948	0.19411665
774	0.42628014	-3.897459	1.2436337	-0.16997571	0.120908365	0.20281643
775	0.78470266	-3.2199721	0.8270884	-0.081550784	0.07290078	0.07725006
776	0.7897262	4.853211	0.04833251	-0.08930755	0.5871967	
777	6.4021454	-2.1032794	2.1158621	-0.06764125	0.028482528	0.034481645
778	-3.48477	-0.7231203	3.376873	-0.17671035	0.044215064	0.06847209
779	-6.3760333	1.0657909	0.10134376	-0.05818263	0.44229952	
780	1.19954	0.92096233	0.091550246	-0.13579479	0.92559135	
781	-0.34312698	2.2084417	1.27128	-0.19252169	0.09815661	0.15827197
782	-1.7435515	4.4721346	0.20132045	-0.0596387	0.22044471	
783	2.730972	1.3260224	0.12787151	-0.10921927	0.632514	
784	2.534531	1.5396501	1.1877844	-0.30865473	0.18266867	0.37580276
785	1.8934854	-5.574475	0.52585304	-0.14440383	1.2566023	0.20259535
786	0.5872034	-5.081151	0.24042268	-0.17170823	1.1197448	
787	0.22101314	-5.6240277	0.5715649	-0.23181932	1.8663058	0.32606155
788	0.34194568	-4.9051456	0.0553821	-0.13359621	0.97679365	
789	1.4628782	5.078196	0.05548238	-0.12535141	0.7663463	
790	4.8380456	-7.587137	2.3718898	-0.43702188	0.9864086	0.47453386
791	-1.7640767	-0.05137478	2.3865669	-0.25523984	0.07139108	0.16062552
792	1.0738037	0.5754558	0.9454748	-0.21349838	0.11202677	0.21767718
793	1.5537664	0.7166177	0.4083075	-0.2666795	0.4717018	
794	0.30370882	1.9115831	1.2242808	-0.42608145	0.21373184	0.38701636
795	-0.014806305	1.7095008	0.6148635	-0.2605787	0.28647876	0.3472917
796	3.7981844	1.4963201	1.2831435	-0.22301008	0.12578312	0.24935669
797	3.4699495	2.3358154	0.8828539	-0.11907252	0.09760124	0.13763398
798	2.3535466	-4.9209685	0.06542051	-0.032981288	0.26260534	
799	-0.29259852	-5.445115	0.4116884	-0.101965055	1.0502793	
800	-0.52449787	5.177217	0.20708339	-0.10018038	0.81144553	
801	0.98441136	-5.1475267	0.25705457	-0.1586936	1.2709789	
802	5.0952597	-7.782828	2.1517296	-0.576155	1.9928325	0.5623054
803	1.9446856	0.44226664	1.141566	-0.2300892	0.12596907	0.30187762
804	0.549555	2.468536	1.0137511	-0.43224275	0.2960938	0.50665975
805	5.330154	1.9947712	1.308942	-0.1194417	0.066804126	0.08031291
806	-5.278012	3.2648516	1.9299724	-0.14345044	0.06617839	0.1264587
807	4.114887	5.5243373	0.42840132	-0.031608604	0.29580688	
808	4.3845935	5.1567626	0.18235475	-0.043845717	0.3733418	
809	-5.987232	4.1469765	2.225193	-0.13846025	0.07347276	0.11401838
810	0.92745316	5.0877876	0.11783584	-0.032537226	0.28954095	
811	5.7177963	-7.2569914	1.8609438	-0.5042586	1.754955	0.5272635
812	5.2042418	1.2213937	1.2391667	-0.15576959	0.091374	0.1523065
813	8.745838	3.517629	0.09613469	-0.03561101	0.3110322	
814	1.532931	-4.951162	0.08512305	-0.03682909	0.2828788	
815	0.26760888	-0.2988262	0.10151871	-0.3630327	0.44997022	
816	-4.868942	4.1709075	3.40548	-0.13988674	0.05382595	0.070459366
817	7.030883	-6.5874023	1.0316006	-0.25488034	2.7406752	0.2531336
818	5.333403	1.4425126	0.9883533	-0.21376918	0.15692276	0.3074572
819	6.0833807	2.7761762	1.5521305	-0.10337206	0.05311776	0.08095634
820	8.886479	5.0822444	0.15162414	-0.055107992	0.5061899	
821	1.0548404	2.1501188	1.7546799	-0.15093245	0.057871867	0.098813
822	8.343812	-5.385616	0.41878718	-0.25376156	2.2277148	
823	8.464083	-4.7819223	0.064866	-0.3519703	2.6514485	
824	5.683172	1.7264211	0.64437455	-0.18499961	0.20807332	0.24250823
825	8.553977	5.025371	0.08555514	-0.058461167	0.51780003	
826	8.938071	5.05222	0.1319836	-0.0468643	0.45771265	
827	8.485309	5.0817723	0.065627076	-0.07596463	0.6012235	
828	0.8840332	7.0541034	1.475238	-0.08312334	0.42320722	0.05791545
829	8.49999	-4.9611716	0.081071064	-0.1894226	1.41381	
830	7.1904473	2.0533385	1.1390477	-0.14667049	0.099436514	0.121782124
831	-8.464082	5.089125	0.061189163	-0.055232365	0.46087292	
832	4.199569	5.719015	0.502967	-0.08546269	1.0090467	0.059319198
833	8.518954	5.028332	0.07423586	-0.17497201	1.4005424	
834	7.7049613	1.7986367	1.639495	-0.26037404	0.15015967	0.3207171
835	8.653836	2.0436478	1.2029725	-0.1300545	0.12903844	0.14060122
836	1.8932066	5.7907953	0.553638	-0.08351449	0.9364134	0.10243207
837	8.464913	5.0793924	0.05698143	-0.094276614	0.64738953	
838	8.473259	5.079295	0.05936537	-0.16737491	1.1839217	
839	8.506307	5.0708666	0.0694183	-0.075031936	0.6258953	
840	9.526351	3.0717757	1.7249384	-0.26519665	0.33227515	0.3137657
841	8.467927	2.4862204	0.057286892	-0.14824717	1.0965261	
842	5.53083	1.8336241	0.05413795	-0.030541835	0.14633743	
843	3.6545022	1.3111354	1.610934	-0.060365155	0.026857799	0.02960658
844	6.6559906	5.086073	0.051684693	-0.043326143	0.29551956	
845	8.461721	4.9857683	0.054360364	-0.047580585	0.33578727	
846	-7.896884	1.8425374	0.07389	-0.039986353	0.422341	
847	10.244248	2.7949467	1.0557492	-0.1437481	0.83727294	0.17648572
848	10.454669	3.5646422	1.0070436	-0.13112994	1.3436779	0.10501313
849	8.465188	4.9883065	0.055002235	-0.06345329	0.43299142	
850	8.12572	2.6218846	0.09131642	-0.025962833	0.25794002	
851	8.464129	-4.9117675	0.056354333	-0.1330911	0.95818317	
852	8.469912	5.086017	0.05596902	-0.09368608	0.7150124	
853	8.523094	5.078581	0.085724235	-0.032986756	0.3118665	
854	-8.758583	5.1149807	0.15255341	-0.04137421	0.37640914	
855	-6.690218	6.2267413	0.8451319	-0.09076895	0.79966414	0.062589526
856	8.462899	-4.781598	0.052375738	-0.0977869	0.71197677	
857	8.468566	-5.008101	0.05713643	-0.10500732	0.778326	
858	8.473653	-5.014387	0.06116146	-0.059947234	0.50003165	
859	-2.0085435	-1.749775	7.2263136	0.32103348	-0.079686895	0.15482348
860	-5.6465797	7.311769	1.4243057	-0.093953766	0.7648904	0.055754066
861	-8.502162	5.078069	0.07713499	-0.063119926	0.56479114	
862	8.567879	-5.0072045	0.10445868	-0.07115675	0.6725314	
863	8.511763	5.078951	0.07242649	-0.031501554	0.2922772	
864	-4.3897204	5.085503	0.06586191	-0.028141247	0.21856074	
865	-0.017277518	-0.10705992	6.2896695	0.5038354	-0.11277856	0.27384073
866	8.519702	5.0726514	0.07637851	-0.042375088	0.3880646	
867	1.3713323	-0.78653324	6.15935	0.45074683	-0.10223877	0.24889332
868	-0.037577555	5.0773435	0.10091761	-0.022802142	0.22049959	
869	0.5895304	0.24483505	6.575056	0.40372884	-0.09196574	0.22122043
870	8.941728	5.049933	0.12249785	-0.046916366	0.46357745	
871	1.0767863	5.245935	0.27059662	-0.038356356	0.3060472	
872	-0.39330816	-0.855932	7.438551	0.3207397	-0.07738856	0.16510594
873	0.34002644	5.0441756	0.11544961	-0.024428979	0.16378382	
874	0.021791903	5.0184274	0.09362399	-0.037670195	0.33446676	
875	-8.127085	5.0246406	0.10085864	-0.02936287	0.24808143	
876	4.6199927	4.989416	0.05912555	-0.03665586	0.28352708	
877	-0.63290036	0.76269263	5.7966504	0.47249636	-0.104298905	0.28898096
878	6.89072	-2.6423256	0.06875833	0.041537356	-0.30669528	
879	0.0	0.0	0.0	0.0	0.0	
880	-7.152358	-4.093397	0.07343806	-0.021093894	0.18525371	
881	12.84191	-0.23966728	5.5269437	-0.12006691	0.0998104	0.05382335
882	7.735546	2.9879339	0.05808389	-0.04857182	0.32183716	
883	-7.827136	2.3449366	0.06880933	-0.043716773	0.32337037	
884	8.091512	3.193631	0.2648861	-0.050520588	0.1404906	
885	7.7618127	1.242422	0.39818037	-0.08268745	0.1516225	
886	2.0989106	0.916818	0.9361192	-0.08006412	0.058494948	0.083771825
887	-5.7758174	1.674057	0.07942372	-0.036242776	0.29857403	
888	0.438978	1.8507168	0.07390695	-0.04080521	0.40981132	
889	0.8084566	-2.3346727	4.111254	-0.19312838	0.046596605	0.1120314
890	-2.598819	5.046321	0.18709043	-0.053357366	0.2861958	
891	4.310825	2.5688286	0.11588785	-0.051399477	0.32518536	
892	2.6515894	3.4134924	0.08247515	-0.08450872	0.6285578	
893	6.538548	0.40331984	5.596112	-0.27231088	0.080534704	0.19005531
894	-3.143741	-3.4136238	0.08848773	-0.044112343	0.4064249	
895	8.453719	4.9852304	0.062264536	-0.05131718	0.37602007	
896	-6.8389897	-0.08077947	4.388663	-0.21501316	0.06684593	0.15796989
897	3.3907537	-0.10868672	3.0521276	-0.4207464	0.10794582	0.39279902
898	1.3874519	0.6243516	1.1209234	-0.21963713	0.1094051	0.24851662
899	0.8999205	0.93013346	0.07960139	-0.08836088	0.73642516	
900	0.6947909	0.18589135	1.5152853	-0.25204182	0.08912174	0.2636667
901	0.22111261	0.59395194	2.3376455	-0.24552438	0.0675663	0.23717976
902	0.69300216	1.2780484	1.5752894	-0.37596875	0.13981818	0.46271688
903	1.3858538	1.5443536	1.7615653	-0.32228592	0.11735736	0.36178178
904	2.4278886	-0.36375424	1.371887	-0.20366581	0.097978495	0.24921083
905	1.8606218	-0.1746836	2.0127685	-0.3047777	0.0968518	0.2997762
906	1.0840911	-2.8953412	1.9513981	-0.17448029	0.06988562	0.16394383
907	1.191085	-0.18974194	3.7586482	-0.136634	0.030477697	0.04584253
908	-3.6863573	-0.41611674	0.17174089	-0.03546903	0.14671327	
909	1.568358	-0.097405955	0.42197007	-0.031261884	0.052920282	
910	-1.9888364	-1.7464378	0.81936115	-0.07665742	0.06761023	0.057625532
911	2.3655329	0.42554235	1.9259119	-0.4236596	0.14444819	0.4853899
912	1.3742998	0.6704863	0.57056266	-0.26774514	0.3034829	0.4856351
913	-2.7475677	0.1604249	0.11731212	-0.035150535	0.21981715	
914	0.7497288	0.08968869	0.083627276	-0.028715266	0.231287	
915	0.1595537	1.4835757	0.18177094	-0.12062402	0.49521807	
916	0.72694016	1.649936	0.9672391	-0.5530182	0.34887603	0.7105559
917	1.0440364	1.6836629	1.1668525	-0.4897484	0.26061115	0.65372694
918	2.3322704	1.5112983	1.499139	-0.3090948	0.1398005	0.3359456
919	2.20137	1.2333198	1.6239841	-0.37787905	0.15350986	0.47100395
920	2.1102018	-2.7302139	1.7460108	-0.2113287	0.09284567	0.25607818
921	0.8908825	-3.1967306	1.6782799	-0.22976074	0.10973797	0.27495897
922	-0.1988923	-4.2921147	1.5013639	-0.22625877	0.1575138	0.26778346
923	-1.3901238	-1.6376996	1.0915658	-0.08828319	0.0530791	0.052506566
924	-4.688009	5.7684336	4.101578	-0.12094583	0.056067564	0.047080457
925	2.5971649	0.53958565	0.058509387	-0.050212417	0.3307913	
926	-0.1483413	-2.4217262	3.8505695	-0.24444191	0.060465887	0.13043332
927	2.3113742	0.46230403	1.2455139	-0.44314837	0.23386098	0.7176
928	-0.53580976	2.8363717	0.84203595	-0.07270709	0.06213122	0.06379402
929	0.47317415	1.977481	0.7102327	-0.3498885	0.34263942	0.5270206
930	0.40171656	2.0537498	0.2834621	-0.19313729	0.48095235	
931	2.4112072	2.3343122	0.8801742	-0.15902767	0.13079593	0.19413507
932	2.773961	2.0689712	1.6610782	-0.20914692	0.09051708	0.23514658
933	-8.080535	3.9591572	0.9788007	-0.05365696	0.05445538	0.039059162
934	1.3699796	4.5447	0.20868182	-0.076809525	0.2667705	
935	0.33565876	-4.9088683	0.060649086	-0.27451465	1.9015774	
936	0.15264405	-5.5499873	0.5130951	-0.1935942	1.6527195	0.28735924
937	1.4694945	-4.9111614	0.055468537	-0.04133085	0.27350757	
938	3.868774	-7.482063	1.5108484	-0.20294848	1.8327804	0.24042565
939	-0.16083215	4.5340476	0.9447115	-0.12745875	0.13191712	0.1164372
940	-2.9367971	-5.361891	0.5843698	-0.06968735	0.29377997	0.055541277
941	3.9363303	1.7831345	1.5366833	-0.18746056	0.089017905	0.22339356
942	-8.00761	7.025848	1.7327332	-0.048869785	0.20824724	0.032204032
943	8.962584	4.59224	0.056951713	-0.044514276	0.35972852	
944	-0.05571967	5.3996143	0.31973007	-0.089414306	0.9972051	
945	0.33870593	-4.9174466	0.058822364	-0.1759585	1.0896106	
946	1.4001849	-5.0358157	0.13937877	-0.12241376	1.0295919	
947	4.3859496	-7.495802	1.5658455	-0.38358286	3.0408487	0.4170491
948	0.100633994	2.8627641	1.0867072	-0.16452968	0.1082347	0.15219277
949	-0.3256007	3.4830976	0.06802446	-0.04203306	0.27206764	
950	4.2749596	1.7284532	1.2439588	-0.28781766	0.16809174	0.39165443
951	5.0092626	2.0346742	0.09617585	-0.062341303	0.44089013	
952	-2.2946599	5.1089396	0.121982954	-0.021947717	0.22017127	
953	-2.344686	5.0016093	0.075060375	-0.027222484	0.21856706	
954	-4.403647	5.0807366	0.060013894	-0.060216103	0.42249712	
955	1.4695841	4.8577104	0.05329493	-0.06730966	0.450672	
956	8.908366	-4.9863567	0.1463778	-0.14145623	1.3127722	
957	3.4618092	4.8757787	0.09913565	-0.06595517	0.519597	
958	4.8119764	1.9577163	0.68606514	-0.18363811	0.19437632	0.25652015
959	0.927689	-3.2841306	7.182958	0.29513186	-0.07657611	0.19262981
960	0.51898474	5.008841	0.07813043	-0.02044418	0.17230701	
961	-1.9785117	5.007668	0.097412996	-0.03948173	0.30733317	
962	-2.3395503	4.9951468	0.070223294	-0.039719723	0.3360755	
963	0.9581668	5.3538766	0.338068	-0.066726655	0.55955034	
964	8.604073	5.0718904	0.11750027	-0.18881358	1.5752102	
965	4.4855947	2.6071265	1.1982625	-0.25417396	0.15596817	0.31120563
966	4.9037843	2.5372994	0.18555394	-0.13175088	0.51987696	
967	-7.5987782	5.094007	0.13137121	-0.02204141	0.18557778	
968	1.3208054	5.0951056	0.14291807	-0.050775155	0.39880732	
969	8.94998	5.038543	0.123302475	-0.09728915	0.96107024	
970	8.945727	5.048362	0.12916702	-0.105459	1.0487038	
971	4.720171	2.8766963	1.1836226	-0.106007166	0.06655743	0.08671671
972	4.94271	2.2598991	1.6420822	-0.43084708	0.19890478	0.501776
973	5.248334	2.3913617	0.5812113	-0.15610108	0.19423859	0.25952715
974	1.2588823	5.0625167	0.13731377	-0.055734865	0.409285	
975	1.700557	4.988346	0.059811704	-0.04562451	0.3602754	
976	8.939338	5.046471	0.12525713	-0.11985362	1.1617508	
977	8.942472	5.0533195	0.12676477	-0.08976594	0.8969572	
978	5.506063	2.42976	1.9857327	-0.22965473	0.09521854	0.21031421
979	6.2746086	2.3542714	1.9225713	-0.46648297	0.20594655	0.5167937
980	6.9169946	2.5922096	1.3210831	-0.14079382	0.08427981	0.17984122
981	0.7997465	4.866467	0.05752426	-0.09016871	0.75294644	
982	1.4867321	5.0799522	0.078495145	-0.095217265	0.70900166	
983	8.458435	5.08156	0.059243325	-0.07324047	0.5246109	
984	8.466954	5.0848804	0.05490598	-0.04151518	0.3077176	
985	-7.778025	1.2135882	0.05112756	-0.023467466	0.1346671	
986	10.695391	4.5267887	2.2977438	-0.3000529	0.68120104	0.3442616
987	10.06273	4.272089	0.860833	-0.12683323	1.1631376	0.14913607
988	1.459885	1.2153487	0.061194062	-0.045631323	0.2881298	
989	7.949326	1.8492566	0.061045427	-0.021231063	0.20409022	
990	-7.300696	-4.9940915	0.14597504	-0.03529031	0.2618715	
991	-7.5587516	5.075091	0.07027795	-0.050415542	0.4097788	
992	11.10027	4.791084	1.9493406	-0.13872969	0.6443966	0.13962603
993	8.85505	5.0785503	0.13666826	-0.07509064	0.6673742	
994	5.973324	5.080254	0.05290354	-0.0118315285	0.08089682	
995	-8.287262	1.8518453	0.074349806	-0.020706344	0.17627312	
996	2.005174	2.4615133	0.08655237	-0.02631991	0.27122468	
997	5.2420197	5.0083013	0.10226815	-0.032252632	0.25901547	
998	8.865338	5.0907197	0.14308324	-0.07839244	0.73144656	
999	-8.936778	5.0618753	0.12726295	-0.045558523	0.45891768	
1000	7.8132787	2.4863334	2.130542	-0.092873484	0.049816743	0.058042765
1001	7.6246953	7.2446876	1.4085534	-0.055058222	0.50804424	0.025513053
1002	8.467276	5.083071	0.055744376	-0.042812355	0.3091911	
1003	-7.8182883	3.6242101	0.0699425	-0.03272139	0.24348412	
1004	2.041045	-0.2984343	0.7637013	-0.06722847	0.06084862	0.05600339
1005	6.1122036	0.63162196	0.09787635	-0.02916642	0.24939862	
1006	8.469161	4.989842	0.055654854	-0.050667446	0.34196958	
1007	-8.906367	5.0799866	0.13234663	-0.037589427	0.370621	
1008	8.508377	-4.9945016	0.07376429	-0.045344885	0.38887706	
1009	8.471508	-5.015046	0.059995316	-0.050322093	0.42085525	
1010	-8.460886	-4.8933897	0.0652041	-0.051108528	0.47674185	
1011	-0.30287227	1.2045267	0.06189315	-0.0301447	0.20554543	
1012	-9.1619	0.36891863	0.5522805	-0.027058804	0.092965245	0.014731646
1013	5.8641887	-4.948085	0.09275837	-0.028625976	0.24842429	
1014	-1.1006813	-1.1171442	5.7211533	0.38417473	-0.085921556	0.2148835
1015	0.24902742	-1.8939384	6.979786	0.31702447	-0.07623147	0.19636446
1016	0.32277265	5.086565	0.06493363	-0.030543627	0.22687154	
1017	-9.0054655	2.100179	0.2537544	-0.037070464	0.20861726	
1018	8.942645	5.054745	0.13374037	-0.04947026	0.49384138	
1019	0.010803122	4.8213367	0.086180374	-0.020765416	0.19703948	
1020	3.465033	5.001926	0.07141606	-0.037832797	0.30839732	
1021	-8.3182955	5.172593	0.17384377	-0.03114912	0.31842703	
1022	-8.379931	5.1387057	0.13592754	-0.03534553	0.37763476	
1023	-7.54168	5.0138693	0.10533284	-0.053819083	0.4082084	
1024	5.527675	2.4836323	0.054231454	-0.035670683	0.24780375	
1025	-7.5320816	-5.0050864	0.13094367	-0.034353532	0.2867878	
1026	-2.6760964	3.2870133	3.7630086	-0.12381665	0.035213184	0.051213264
1027	4.401272	5.0847225	0.057069685	-0.02324665	0.16621962	
1028	-8.934648	5.0692573	0.13519952	-0.04451412	0.45365694	
1029	1.4678309	5.087336	0.055957094	-0.02784103	0.19673456	
1030	0.22782895	4.7805634	0.1845987	-0.03846727	0.1544885	
1031	-1.764116	0.055113897	6.743628	0.56539	-0.13217783	0.36319405
1032	8.974716	-4.969254	0.14876127	-0.03283087	0.36042356	
1033	-1.8973503	2.6214511	7.8813424	0.48578426	-0.1277303	0.3035255
1034	0.97722954	0.6075102	0.10769391	-0.039376203	0.29862624	
1035	7.6797023	0.47504032	1.3418928	-0.08771904	0.05692149	0.07561964
1036	9.800714	1.272162	1.4768801	-0.0986331	0.16637982	0.095077395
1037	8.202307	3.1546144	0.07565553	-0.063784495	0.58021677	
1038	8.0481415	3.0293992	0.08680189	-0.08281667	0.69874305	
1039	6.9332747	0.76167643	1.2994803	-0.05032403	0.02985567	0.05368817
1040	4.7453623	-0.48965654	1.3765918	-0.05631897	0.029741809	0.029376209
1041	-2.5969884	4.982816	0.055453785	-0.054301277	0.36628395	
1042	-7.2894936	-0.87542975	1.701761	-0.06398516	0.032800507	0.03679025
1043	-7.304804	1.0357095	1.3539759	-0.08274229	0.049827456	0.06583303
1044	6.7841096	2.0736089	1.3666173	-0.10336726	0.058634453	0.09571326
1045	9.925669	2.8452618	1.2523453	-0.08426338	0.21981382	0.075504184
1046	4.436988	1.7441999	3.2654464	-0.17748189	0.049643286	0.10990828
1047	0.20234995	1.1927164	0.08028167	-0.090873115	0.8750799	
1048	0.20002513	1.078755	0.18462151	-0.12302589	0.4669522	
1049	0.21267375	0.65206635	0.2401231	-0.32408828	0.5106624	
1050	0.7949964	1.3090205	1.0275246	-0.4352416	0.23623165	0.6194935
1051	1.4228106	1.8288455	1.0052111	-0.25421688	0.17107351	0.4291923
1052	6.0866265	5.0827217	0.14078796	-0.06345265	0.482868	
1053	2.105781	1.5960704	0.13348669	-0.09231698	0.5192294	
1054	1.456426	0.9159161	0.5287435	-0.18427487	0.24478425	0.3024432
1055	1.0807151	0.64329135	0.28030562	-0.1729551	0.45019183	
1056	0.7950161	0.53885466	0.056340016	-0.14524063	1.021783	
1057	0.67339635	1.096068	0.38132498	-0.20454445	0.36301833	
1058	0.8509758	1.604055	0.80946904	-0.6458047	0.5108533	0.87124664
1059	1.1623614	1.7662958	0.98249406	-0.6263582	0.41830182	0.8435538
1060	3.3301566	4.1015935	1.0806874	-0.15326643	0.12323609	0.22701669
1061	-3.3725102	3.0717986	1.1459652	-0.07176093	0.046859358	0.05103928
1062	-5.3038945	6.43048	0.9738071	-0.052235886	0.42526868	0.04137379
1063	3.2628963	1.5295519	0.07755283	-0.056401767	0.52667767	
1064	7.2782445	2.872109	3.3699334	-0.10227569	0.042379655	0.046326876
1065	0.93006814	1.6814618	0.7727888	-0.6257689	0.54075706	0.89565253
1066	1.2309138	1.8340715	1.002356	-0.6304552	0.41831696	0.8492512
1067	2.6103384	2.070461	1.3028922	-0.2799216	0.15352759	0.39719135
1068	2.6205819	1.9625685	2.4079573	-0.32095203	0.10013814	0.36810666
1069	-2.5828898	4.4334655	0.07176112	-0.053221185	0.46334714	
1070	-1.6801869	6.524461	0.90559644	-0.10980002	1.4165485	0.10534096
1071	0.3407761	5.0748606	0.058726773	-0.05372187	0.32380098	
1072	1.6216862	-3.226758	4.1203284	-0.18856871	0.050535683	0.1090256
1073	1.0542731	1.8118954	0.92764664	-0.52668285	0.37595648	0.80666065
1074	1.8108612	2.0482137	1.2743232	-0.3340877	0.18024379	0.43211037
1075	2.8425713	2.0228229	1.2771046	-0.23567347	0.13261192	0.28377342
1076	3.1625261	1.8192352	1.7627712	-0.28653225	0.117087364	0.3899129
1077	3.032778	6.2695765	1.2047604	-0.063576095	0.22125605	0.045121074
1078	8.973012	4.588451	0.062214844	-0.025506083	0.24176821	
1079	-0.5579354	5.2485895	0.23838177	-0.09808157	0.92251503	
1080	0.065689646	-5.3642416	0.3835506	-0.21228814	1.9205657	
1081	0.4388879	-3.087057	1.0324272	-0.11475589	0.08262227	0.14009994
1082	5.7517962	2.0070326	0.070243075	-0.034101307	0.30431414	
1083	1.3160217	2.9985545	0.8001397	-0.2747557	0.24916607	0.43543112
1084	2.0661376	3.877903	0.5562047	-0.16566539	0.21744727	0.23626149
1085	2.750402	2.1363335	1.5438881	-0.43719226	0.20375614	0.5163496
1086	3.4771237	1.7824603	1.3141226	-0.37932578	0.2087699	0.5332233
1087	3.0301297	1.3880486	1.1704643	-0.071690254	0.043862637	0.04523319
1088	1.6974148	-1.0670422	0.06743474	-0.038875777	0.28894988	
1089	1.3524104	5.0443325	0.10062965	-0.036871165	0.29100904	
1090	1.417825	5.071176	0.108210325	-0.041094568	0.31267744	
1091	1.4735779	5.079871	0.060151517	-0.060824174	0.39386848	
1092	0.99882334	-5.172406	0.24567716	-0.13725573	1.3066787	
1093	1.5791799	2.1995025	1.0788405	-0.36213806	0.23485704	0.5291881
1094	2.1286445	3.2540057	0.91620725	-0.20809002	0.16746311	0.27709693
1095	3.2457201	2.135398	1.5855203	-0.43719903	0.20162128	0.5196624
1096	3.5171096	1.9694952	1.1712372	-0.34392977	0.21295792	0.48568213
1097	-7.774784	-5.0109053	0.06133679	-0.02539853	0.18169054	
1098	2.1337085	-0.56361216	0.09637987	-0.04533301	0.36282015	
1099	-6.5078163	-0.50947326	0.09717877	-0.03706472	0.31759086	
1100	1.6934917	5.0007586	0.07525105	-0.046441875	0.35817623	
1101	1.7023643	4.9858723	0.05931816	-0.05086716	0.41571578	
1102	8.941442	5.0445743	0.12586708	-0.12031558	1.1682609	
1103	1.7049093	1.3537782	1.1750463	-0.6599548	0.36140555	0.8446435
1104	1.4398437	4.7172465	0.31422734	-0.092146575	0.23532838	
1105	2.2235947	5.0641665	0.10999222	-0.06855865	0.57929355	
1106	2.6441593	2.3774655	1.8036624	-0.28244716	0.115826584	0.30505306
1107	3.5726008	2.1263933	1.4795272	-0.44981775	0.22285281	0.5738976
1108	3.3896496	2.2795503	1.0266498	-0.2736444	0.19329204	0.3989337
1109	-6.778188	-1.1108284	0.06960097	-0.029756967	0.3531521	
1110	1.4566253	1.8252723	0.058078773	-0.057208605	0.30972466	
1111	0.78791124	4.8467116	0.052414235	-0.0711569	0.4278322	
1112	0.9066743	5.15201	0.17558855	-0.05266805	0.46889615	
1113	8.923879	5.0577927	0.13049111	-0.13939753	1.3278811	
1114	2.315775	4.9110937	0.66125023	-0.12386443	0.21562698	0.19094318
1115	3.515069	2.3905807	1.804706	-0.31606996	0.13296375	0.38005066
1116	3.922913	2.3129284	1.4273474	-0.43771878	0.22673841	0.562998
1117	2.7696736	2.6052046	0.8966158	-0.114498	0.092515625	0.106031835
1118	0.80261225	4.8367796	0.056195	-0.039184567	0.22325201	
1119	1.4682677	4.982511	0.0567	-0.05636094	0.38494688	
1120	0.8097047	4.854181	0.06027104	-0.06724837	0.4935144	
1121	0.5453233	5.070395	0.076912306	-0.060918916	0.5106485	
1122	8.938338	5.052981	0.125872	-0.1012706	0.99692625	
1123	2.121435	-1.1388779	0.078865916	-0.039138522	0.3131967	
1124	3.4013028	3.1935072	2.1307468	-0.24772857	0.10083829	0.27220643
1125	5.0726776	3.050607	2.0382605	-0.3282842	0.14092925	0.36802423
1126	6.058799	3.6267858	2.0812428	-0.37813264	0.18634799	0.37595052
1127	8.932662	5.0709743	0.13044941	-0.035020407	0.35870257	
1128	0.793774	4.842708	0.05397306	-0.07885616	0.4563365	
1129	1.9653422	5.0942636	0.11366825	-0.060686953	0.5621494	
1130	-1.9649736	-3.3298395	6.7539873	0.5714896	-0.14882445	0.39282387
1131	8.830118	5.1101084	0.1446653	-0.090758815	0.879439	
1132	-8.152906	5.350782	0.30377823	-0.042385366	0.43393844	
1133	-4.1449394	-3.8320913	1.9199867	-0.10096704	0.052191567	0.059761643
1134	2.594822	5.1957293	0.22681847	-0.059322886	0.46498758	
1135	7.096272	7.077637	1.3654788	-0.13060442	0.9800746	0.14337927
1136	8.996931	6.5540247	1.4163693	-0.18566905	1.2055825	0.22897762
1137	8.46952	-5.0109425	0.06499652	-0.057593327	0.4606658	
1138	0.78695184	4.839365	0.057084206	-0.08395247	0.48408762	
1139	1.4713494	5.0870905	0.05523515	-0.055054754	0.3874809	
1140	5.987406	-0.5966867	0.056512	-0.04421004	0.31515878	
1141	11.44849	2.5744348	2.3524232	-0.08395355	0.20225704	0.069162905
1142	-7.9300585	8.102535	2.2001007	-0.0589221	0.31961477	0.028090656
1143	1.9257725	5.3211536	0.279226	-0.05749822	0.602418	
1144	8.918739	5.0484924	0.12357733	-0.05853614	0.53673095	
1145	8.471338	5.079484	0.0571071	-0.08437599	0.5889916	
1146	8.935579	-4.986026	0.13582098	-0.050083306	0.50936484	
1147	1.4560238	5.1025586	0.07126044	-0.029090393	0.26128381	
1148	1.045806	5.395424	0.32054305	-0.063179344	0.6968784	
1149	3.3508825	5.311585	0.287826	-0.056245167	0.52313584	
